CUSTOMER,REV_CURRENT_YEAR,REV_CURRENT_YEAR.1,REV_CURRENT_YEAR.2,CREATION_YEAR,OWNERSHIP,COUNTRY,CURRENCY
5391,"""7309.46153846154""",7309.461538461538,0,01/01/2004,Governmental,Switzerland,Chinese Yuan
4277,"""135505.384615385""",135505.38461538462,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4676,"""3701.44186046512""",3701.441860465116,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
4917,"""104165.384615385""",104165.38461538461,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2364,"""2392.73504273504""",2392.735042735043,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5638,"""4100.51""",4100.51,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Euro
4135,"""0""",0,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
2921,"""8031.40697674419""",8031.406976744186,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
5700,"""1553.99""",1553.99,0,01.01.2019,Governmental,Switzerland,Euro
1194,"""860.692307692308""",860.6923076923077,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5201,"""13167.1196581197""",13167.11965811966,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
666,"""360115.307692308""",360115.3076923077,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5645,"""126876.692307692""",126876.69230769231,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
616,"""0""",0,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5099,"""8144.01""",8144.01,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,Euro
5669,"""0""",0,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
1060,"""0""",0,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Euro
4657,"""0""",0,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
2637,"""39472.476744186""",39472.476744186046,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
4922,"""0""",0,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3992,"""0""",0,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
791,"""153082.230769231""",153082.23076923075,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5316,"""8920.90598290598""",8920.905982905982,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2844,"""12204.0085470085""",12204.008547008549,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2954,"""11779.7521367521""",11779.752136752137,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
940,"""8859.17441860465""",8859.17441860465,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
5842,"""0""",0,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3077,"""8631.08547008547""",8631.08547008547,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3296,"""736.918604651163""",736.9186046511628,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3955,"""2329.08139534884""",2329.0813953488373,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
4735,"""10747.55""",10747.55,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,Euro
3313,"""6459""",6459,0,01/01/2015,Privately Owned/Publicly Traded,Switzerland,Euro
5876,"""40420.7441860465""",40420.74418604651,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
3513,"""0""",0,0,01/01/2005,Governmental,Switzerland,US Dollar
946,"""14362.5813953488""",14362.581395348838,0,01.01.2019,Privately Owned/Publicly Traded,Switzerland,US Dollar
5717,"""21734.5384615385""",21734.538461538457,0,01/01/2019,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4160,"""3780""",3780,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
2850,"""7586.69230769231""",7586.6923076923085,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3443,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3369,"""11050.97""",11050.97,0,01/01/2020,Governmental,Switzerland,Euro
950,"""30160.3760683761""",30160.37606837607,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3468,"""3374.68604651163""",3374.686046511628,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5281,"""24222.9230769231""",24222.923076923078,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1357,"""0""",0,0,01/01/2008,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5066,"""0""",0,0,01.01.2020,Individual Person,Switzerland,Pound Sterling
4969,"""2567.41860465116""",2567.4186046511627,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
4897,"""2148.8488372093""",2148.8488372093025,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
827,"""28719""",28718.999999999996,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4559,"""74140.3255813953""",74140.32558139534,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5209,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Euro
970,"""9038.82051282051""",9038.820512820514,5954.213675213676,01.01.2004,Governmental,Switzerland,Pound Sterling
2855,"""44838.6153846154""",44838.61538461538,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
839,"""0""",0,0,01/01/2020,Governmental,Switzerland,US Dollar
911,"""63231.0930232558""",63231.09302325581,0,01/01/2008,Privately Owned/Publicly Traded,Switzerland,US Dollar
4357,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2247,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
4145,"""3785.38461538462""",3785.3846153846152,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4700,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3236,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3430,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
4315,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3342,"""2137""",2137,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
1501,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5441,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5505,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4275,"""288.905982905983""",288.9059829059829,0,01/01/2004,No information,Switzerland,Pound Sterling
572,"""0""",0,0,01.01.2007,Privately Owned/Publicly Traded,Switzerland,Euro
3627,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4729,"""26207.976744186""",26207.976744186046,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4179,"""1088.88888888889""",1088.888888888889,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5937,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3333,"""0""",0,0,01/01/2011,Privately Owned/Publicly Traded,Switzerland,US Dollar
4305,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
4757,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5144,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
859,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
2973,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
1176,"""57842.2""",57842.2,52467,01.01.2005,Privately Owned/Publicly Traded,Switzerland,Euro
3055,"""15000""",15000,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5054,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3700,"""1049740.35042735""",1049740.3504273505,1838916.264957265,01.01.2015,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2591,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3952,"""7864""",7864,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
5448,"""1029.17094017094""",1029.1709401709404,0,01.01.2018,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4038,"""4130.76923076923""",4130.7692307692305,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4756,"""5083.73255813954""",5083.732558139535,0,01.01.2020,Governmental,Switzerland,US Dollar
3804,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
3633,"""368.48""",368.48,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
3056,"""4911.29""",4911.29,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
4006,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4916,"""51560.7441860465""",51560.74418604651,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
1295,"""2185""",2185,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
5122,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5373,"""135879.384615385""",135879.3846153846,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5301,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4816,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
1317,"""30538.1538461538""",30538.153846153844,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4351,"""46164.2307692308""",46164.23076923077,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3688,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3584,"""2353.81""",2353.81,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
4310,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4395,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5797,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
4157,"""0""",0,0,01/01/2020,Individual Person,Switzerland,Euro
5327,"""5534.22""",5534.22,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
5943,"""2566.95726495727""",2566.957264957265,2839.5213675213677,01/01/2013,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3896,"""2360.26495726496""",2360.2649572649575,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3068,"""14769.2307692308""",14769.23076923077,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5269,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3708,"""0""",0,0,01.01.2004,No information,Switzerland,Chinese Yuan
4273,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
1329,"""0""",0,0,01/01/2021,Individual Person,Switzerland,Chinese Yuan
5330,"""3813.94186046512""",3813.941860465116,0,01.01.2020,Individual Person,Switzerland,US Dollar
2946,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3580,"""1071.78632478632""",1071.786324786325,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3453,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
5380,"""1920.1""",1920.1,0,01.01.2020,Individual Person,Switzerland,Euro
3595,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1255,"""4369.72""",4369.72,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
3489,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4912,"""2753.69230769231""",2753.6923076923076,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
988,"""79676.1162790698""",79676.11627906977,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3975,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,US Dollar
5333,"""0""",0,0,01/01/2020,Governmental,Switzerland,Chinese Yuan
5138,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5342,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3597,"""2538.47008547009""",2538.470085470086,0,01/01/2020,Individual Person,Switzerland,Pound Sterling
5822,"""11617.2674418605""",11617.267441860466,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3181,"""304362.71""",304362.71,75643.41,01/01/2006,Privately Owned/Publicly Traded,Switzerland,Euro
4007,"""201.461538461538""",201.46153846153848,0,01/01/2020,Individual Person,Switzerland,Pound Sterling
1033,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4423,"""6054.79069767442""",6054.790697674419,0,01/01/2020,Governmental,Switzerland,US Dollar
5338,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5819,"""0""",0,0,01/01/2020,Individual Person,Switzerland,Pound Sterling
3300,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3606,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
3415,"""25093.87""",25093.87,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
5337,"""3350""",3350,0,01/01/2020,Individual Person,Switzerland,Euro
5059,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5860,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3678,"""106642.307692308""",106642.30769230769,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3905,"""0""",0,0,01/01/2020,Governmental,Switzerland,Chinese Yuan
5076,"""506.196581196581""",506.19658119658123,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4890,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5850,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3946,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3682,"""0""",0,0,01.01.2020,Individual Person,Switzerland,Chinese Yuan
3499,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1127,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5851,"""1595""",1595,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
3772,"""0""",0,0,01.01.2007,Privately Owned/Publicly Traded,Switzerland,Euro
4396,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,US Dollar
3654,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
1113,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4705,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5923,"""46815.7264957265""",46815.7264957265,42380.67521367522,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3559,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3797,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
939,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
4287,"""467.940170940171""",467.94017094017096,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5418,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5435,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5438,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5370,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3769,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
3773,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3998,"""0""",0,0,01.01.2020,Individual Person,Switzerland,Pound Sterling
5384,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5115,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3829,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1166,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
1198,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5069,"""0""",0,0,01/01/2020,Individual Person,Switzerland,Chinese Yuan
5904,"""0""",0,0,01.01.2020,Individual Person,Switzerland,Chinese Yuan
5902,"""0""",0,0,01.01.2020,Individual Person,Switzerland,US Dollar
5068,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1155,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3823,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4267,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5407,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5449,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4260,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4350,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1223,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
5119,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4069,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
5123,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Euro
3963,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1186,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,US Dollar
5884,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,US Dollar
3831,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3981,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4011,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4066,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4192,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5891,"""0""",0,0,01/01/2020,Individual Person,Switzerland,US Dollar
5436,"""0""",0,0,01.01.2020,Governmental,Switzerland,Chinese Yuan
3779,"""0""",0,0,01/01/2020,Governmental,Switzerland,Chinese Yuan
4331,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4334,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Euro
4111,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1292,"""0""",0,0,01.01.2021,Individual Person,Switzerland,Pound Sterling
3884,"""0""",0,0,01.01.2020,Individual Person,Switzerland,Chinese Yuan
5460,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1320,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4139,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1343,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1147,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5056,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4553,"""0""",0,0,01/01/2021,Individual Person,Switzerland,Chinese Yuan
1178,"""0""",0,0,01.01.2021,Individual Person,Switzerland,Pound Sterling
4123,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5957,"""0""",0,0,01/01/2021,Individual Person,Switzerland,US Dollar
5894,"""0""",0,0,01.01.2021,Individual Person,Switzerland,Chinese Yuan
3879,"""0""",0,0,01/01/2020,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5485,"""0""",0,0,01/01/2021,Individual Person,Switzerland,US Dollar
5126,"""0""",0,0,01.01.2018,Privately Owned/Publicly Traded,Switzerland,US Dollar
4274,"""0""",0,0,01.01.2020,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3631,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3754,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5388,"""0""",0,0,01.01.2021,Individual Person,Switzerland,US Dollar
4389,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5939,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Euro
4554,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1367,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4085,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,US Dollar
3735,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5491,"""0""",0,0,01/01/2021,Individual Person,Switzerland,US Dollar
4504,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4417,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Euro
4983,"""0""",0,0,01/01/2021,Individual Person,Switzerland,Chinese Yuan
5865,"""0""",0,0,01/01/2021,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4990,"""0""",0,0,01.01.2014,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3657,"""0""",0,0,01/01/2021,Governmental,Switzerland,Pound Sterling
4988,"""0""",0,0,01.01.2021,Privately Owned/Publicly Traded,Switzerland,US Dollar
1,"""19475.811965812""",19475.81196581197,66283.50427350428,01/01/2005,Privately Owned/Publicly Traded,France,Pound Sterling
2,"""46663.3953488372""",46663.395348837206,45933.732558139534,01.01.2005,Privately Owned/Publicly Traded,France,US Dollar
3,"""22570.3247863248""",22570.324786324785,13250.31623931624,01/01/2005,Privately Owned/Publicly Traded,France,Pound Sterling
4,"""86690.6153846154""",86690.61538461539,46346.15384615385,01.01.2005,Privately Owned/Publicly Traded,France,Pound Sterling
5,"""0""",0,0,01/01/2005,Privately Owned/Publicly Traded,France,Pound Sterling
6,"""153129.863247863""",153129.86324786325,195766.95726495728,01.01.2005,Privately Owned/Publicly Traded,France,Pound Sterling
7,"""178397.453488372""",178397.4534883721,128136.44186046511,01/01/2005,Privately Owned/Publicly Traded,France,US Dollar
8,"""1706688.8372093""",1706688.8372093022,3345634.4186046515,01.01.2005,Privately Owned/Publicly Traded,France,US Dollar
9,"""23749.2307692308""",23749.23076923077,215536.92307692306,01/01/2005,Privately Owned/Publicly Traded,France,Chinese Yuan
10,"""22208.8372093023""",22208.837209302324,6253.953488372093,01.01.2005,Privately Owned/Publicly Traded,France,US Dollar
11,"""151669.1""",151669.1,196768.2,01/01/2005,Privately Owned/Publicly Traded,France,Euro
12,"""10568.0085470085""",10568.008547008547,76837.55555555556,01.01.2005,Privately Owned/Publicly Traded,France,Pound Sterling
13,"""69061.31""",69061.31,125703.58,01/01/2009,Privately Owned/Publicly Traded,France,Euro
14,"""234015.769230769""",234015.76923076922,715322.3846153846,01.01.2006,Privately Owned/Publicly Traded,France,Chinese Yuan
15,"""196890.348837209""",196890.3488372093,202361.09302325582,01/01/2005,Privately Owned/Publicly Traded,France,US Dollar
16,"""477325.384615385""",477325.3846153846,305046.30769230763,01.01.2005,Privately Owned/Publicly Traded,France,Chinese Yuan
17,"""3172.71""",3172.71,4783.27,01/01/2018,Privately Owned/Publicly Traded,France,Euro
18,"""20668.6046511628""",20668.60465116279,220718.37209302324,01.01.2005,Privately Owned/Publicly Traded,France,US Dollar
19,"""2871797.84615385""",2871797.846153846,2409935.5384615385,01/01/2005,Privately Owned/Publicly Traded,France,Chinese Yuan
20,"""0""",0,2197.6495726495727,01.01.2005,Privately Owned/Publicly Traded,France,Pound Sterling
21,"""0""",0,0,01/01/2005,Privately Owned/Publicly Traded,France,US Dollar
22,"""87587.71""",87587.71,131351.5,01.01.2005,Privately Owned/Publicly Traded,France,Euro
23,"""28016.38""",28016.38,25432.44,01/01/2005,Privately Owned/Publicly Traded,France,Euro
24,"""0""",0,0,01.01.2005,Privately Owned/Publicly Traded,France,Euro
25,"""15985.89""",15985.89,30347.79,01/01/2005,Privately Owned/Publicly Traded,France,Euro
26,"""723665.846153846""",723665.8461538461,2147700.230769231,01.01.2005,Privately Owned/Publicly Traded,France,Chinese Yuan
27,"""128374.769230769""",128374.76923076923,94841.46153846153,01/01/2005,Privately Owned/Publicly Traded,France,Chinese Yuan
28,"""378071.87""",378071.87,239645.61,01.01.2005,Privately Owned/Publicly Traded,France,Euro
29,"""179190.461538462""",179190.46153846153,272686,01/01/2005,Privately Owned/Publicly Traded,France,Chinese Yuan
30,"""53696""",53695.99999999999,444340.46153846156,01.01.2004,Privately Owned/Publicly Traded,France,Chinese Yuan
31,"""2751.89743589744""",2751.897435897436,7162.461538461539,01/01/2005,Privately Owned/Publicly Traded,France,Pound Sterling
32,"""55523.8837209302""",55523.88372093024,408097.73255813954,01.01.2005,Privately Owned/Publicly Traded,France,US Dollar
33,"""0""",0,0,01/01/2005,Privately Owned/Publicly Traded,France,Euro
34,"""12216.81""",12216.81,5631.28,01.01.2005,Privately Owned/Publicly Traded,France,Euro
35,"""51881.71""",51881.71,73827.15,01/01/2005,Privately Owned/Publicly Traded,France,Euro
36,"""3334.37209302326""",3334.3720930232557,3488.93023255814,01.01.2008,Privately Owned/Publicly Traded,France,US Dollar
37,"""205746.523255814""",205746.52325581395,368800.26744186046,01/01/2005,Privately Owned/Publicly Traded,France,US Dollar
38,"""14503.67""",14503.67,11585.29,01.01.2005,Privately Owned/Publicly Traded,France,Euro
39,"""315247.264957265""",315247.26495726494,298164.6581196582,01/01/2018,No information,France,Pound Sterling
40,"""5993.52991452992""",5993.529914529915,2662.803418803419,01.01.2005,Privately Owned/Publicly Traded,France,Pound Sterling
41,"""108233.651162791""",108233.6511627907,84342.93023255814,01/01/2016,Privately Owned/Publicly Traded,France,US Dollar
42,"""2149415.46153846""",2149415.4615384615,1978493.6153846155,01.01.2005,Privately Owned/Publicly Traded,France,Chinese Yuan
43,"""37450.0256410256""",37450.02564102564,128142.65811965812,01/01/2005,Privately Owned/Publicly Traded,France,Pound Sterling
